song name
Pullikkuyile - Sujatha Mohan
"Puthiyoru Lokam - Hesham Abdul Wahab, Vimal Roy, Bhadra Rajin"
"Puthumazhayai (Shreya Ghoshal) - Shreya Ghoshal, Gopi Sunder"
"Pyaar Ki Ek Kahani - Sonu Nigam, Shreya Ghoshal"
Radioactive - Imagine Dragons
Ready Steady Go (Korean Style) - Paul Oakenfold
"Ringa Ringa - Devi Sri Prasad, Priya Hemesh"
Roar - Katy Perry
Runaway - Aurora
"Runaway - Laura Brehm, Nikonn"
Running With The Wolves - Aurora
"Sadda Dil Vi Tu (Ga Ga Ga Ganpati) - Sachin-Jigar, Hard Kaur"
"Samjhawan - Jawad Ahmad, Toshi Sabri, Arijit Singh, Shreya Ghoshal"
"Sanam Re - Arijit Singh, Mithoon"
"Sapna Jahan - Ajay-Atul, Sonu Nigam, Neeti Mohan"
"Sawan Aaya Hai - Tony Kakkar, Mithoon, Arijit Singh"
Sceptic Heart - Black Red Gold
"Senthoora - D Imman, Luksimi Sivaneswaralingam"
"Sil Sil Sil Sillala - P Unnikrishnan, Sujatha Mohan"
Sing Me to Sleep - Alan Walker
Sky High - Elektronomia
Skyfall - Adele
"Sonapareeya - Javed Ali, Nakash Aziz, AR Rahman, Haricharan"
Space Song (Beach House Cover) - Alles Club
Still DRE (Instrumental) - Dr Dre
"Subha Hone Na De - Mika Singh, Shefali Alvares"
"Taal Se Taal - Alka Yagnik, Udit Narayan"
Take Me To Church - Hozier
"Tere Bina - AR Rahman, Chinmayi Sripada, Murtuza Khan, Qadir Khan"
"The Rains of Castamere - Ramin Djawadi, Serj Tankian"
The Spectre - Alan Walker
These Are My Feelings - MrFIRA
Think - Kaleida
"Thumbi Penne - Gopi Sunder, Siddharth Menon"
Thunder - Imagine Dragons
Time - Hans Zimmer
"Titli - Vishal & Shekhar, Chinmayi Sripada, Gopi Sunder"
Trust Each Other - Ramin Djawadi
Tum Hi Ho - Arijit Singh
"Tum Tum - Aishwarya Kumar, Darshana Menon, Reena Gilbert, Vidhya Gopal, Yashika Sikka, Thaman S"
"Tum Tum - Satya Yamini, Tejaswini, Srivardhini, Aditi Bhavaraju, Roshini JKV, Thaman S"
"Tumhi Dekho Naa - Shankar-Ehsaan-Loy, Sonu Nigam, Alka Yagnik"
"Unakkul Naane - Rohini, Harris Jayaraj, Pritt, Dilushselva"
"Unn Perai Sollum - GV Prakash Kumar, Naresh Iyer, Shreya Ghoshal, Haricharan"
Uska Hi Banana - Arijit Singh
"Usure Pogudhey - AR Rahman, Karthik"
"Uyiril Thodum - Sooraj Santhosh, Anne Amie"
"Vaathi Coming - Anirudh Ravichander, Gana Balachandar"
Vertigo (Spitfya Remix) - Rob Gasser & Laura Brehm
"Vibin' Out - FKJ, ((( O )))"
Warrior - Aurora
Welcome to the Fire - Willyecho
"Yaar Intha - Haricharan, Yuvan Shankar Raja"
"Yaarindha Devadhai, Pt 1 - Hariharan"
"Zaroorat - Mithoon, Mustafa Zahid"
cotton candy - Iris
creature - Iris
from inside a car - Iris
giving in - Iris
hanging around youcrackers - Iris
hidden springs - Iris
repose - Iris
"your mind, the universe - Iris"
İzmir Marşı - Coldrex
